Order ID,Total weight as per X (KG),Total weight as per Courier Company (KG),Expected Charge as per X (Rs.),Charges Billed by Courier Company (Rs.),Difference Between Expected Charges and Billed Charges (Rs.)
2001811039,60.512,252.95999999999998,6051.2,33554.40000000001,-27503.200000000008
2001811058,62.0,267.8399999999999,6200.0,33554.40000000001,-27354.40000000001
2001811153,75.268,282.71999999999997,7526.8,33554.40000000001,-26027.60000000001
2001811192,127.96800000000003,840.7199999999998,12796.800000000003,192621.60000000003,-179824.80000000005
2001811229,62.620000000000005,223.19999999999996,6262.0,33554.40000000001,-27292.40000000001
2001811305,93.0,248.0,9300.0,22518.399999999994,-13218.399999999994
2001811306,117.18000000000002,545.5999999999999,11718.000000000002,66960.0,-55242.0
2001811363,62.992,292.64,6299.2,44739.20000000001,-38440.000000000015
2001811466,75.268,297.59999999999997,7526.8,33554.40000000001,-26027.60000000001
2001811475,85.436,248.0,8543.6,16368.0,-7824.4
2001811604,89.404,297.59999999999997,8940.4,22803.6,-13863.199999999999
2001811809,62.0,186.0,6200.0,32252.400000000012,-26052.400000000012
2001812195,62.0,249.24,6200.0,33554.40000000001,-27354.40000000001
2001812650,69.81200000000003,151.28,6981.200000000003,22369.600000000006,-15388.400000000003
2001812838,69.19200000000002,148.79999999999995,6919.200000000003,25370.399999999994,-18451.19999999999
2001812854,318.928,2916.4799999999996,31892.8,267244.80000000005,-235352.00000000006
2001812941,62.0,271.56000000000006,6200.0,33554.40000000001,-27354.40000000001
2001813009,89.28,620.0,8928.0,55924.000000000015,-46996.000000000015
2001814580,15.748000000000003,18.59999999999999,1574.8000000000002,10750.800000000007,-9176.000000000007
2001815688,27.28000000000001,49.60000000000001,2728.000000000001,11259.199999999997,-8531.199999999997
2001816131,68.696,173.59999999999997,6869.599999999999,22369.600000000006,-15500.000000000007
2001816684,114.08000000000001,368.28000000000003,11408.000000000002,64281.59999999999,-52873.59999999999
2001816996,62.0,186.0,6200.0,16888.799999999996,-10688.799999999996
2001817093,168.26800000000003,1289.6000000000004,16826.800000000003,149891.19999999995,-133064.39999999997
2001817160,86.79999999999998,173.59999999999997,8679.999999999998,42854.40000000001,-34174.40000000001
2001818390,104.28399999999999,297.59999999999997,10428.4,79422.0,-68993.6
2001819252,33.48,111.59999999999998,3347.9999999999995,12276.0,-8928.0
2001820690,8.059999999999999,18.59999999999999,805.9999999999999,5629.599999999997,-4823.599999999997
2001820978,63.859999999999985,124.0,6385.999999999998,11259.199999999997,-4873.199999999999
2001821185,260.15200000000004,2083.2000000000007,26015.200000000004,222803.19999999995,-196787.99999999994
2001821190,148.79999999999995,297.5999999999999,14879.999999999996,64207.20000000001,-49327.20000000001
2001821284,21.948,49.60000000000001,2194.8,11259.199999999997,-9064.399999999998
2001821502,69.19200000000001,223.19999999999996,6919.200000000001,33554.40000000001,-26635.200000000008
2001821679,20.459999999999997,24.8,2045.9999999999998,5629.599999999997,-3583.5999999999967
2001821742,29.760000000000005,18.59999999999999,2976.0000000000005,5629.599999999997,-2653.5999999999963
2001821750,93.62,297.59999999999997,9362.0,33554.40000000001,-24192.40000000001
2001821766,29.760000000000005,24.8,2976.0000000000005,5629.599999999997,-2653.5999999999963
2001821995,59.147999999999996,124.0,5914.799999999999,11259.199999999997,-5344.399999999998
2001822466,170.62400000000008,272.79999999999995,17062.40000000001,33480.0,-16417.59999999999
2001823564,83.32800000000002,260.40000000000003,8332.800000000001,64281.59999999999,-55948.79999999999
2001825261,193.068,992.0,19306.800000000003,213900.0,-194593.2
2001827036,269.824,1785.5999999999997,26982.4,131576.4,-104594.0
